"Дата";"Время";"Необходимо";"Фактически";
"10.02.2018";"03:15";"0";"0";
"10.02.2018";"03:30";"0,78";"0";
"10.02.2018";"03:45";"0";"0";
"10.02.2018";"04:00";"0,9";"0";
"10.02.2018";"04:15";"0,94";"0";
"10.02.2018";"04:30";"0";"0";
"10.02.2018";"04:45";"0,91";"0";
"10.02.2018";"05:00";"0,87";"0";
"10.02.2018";"05:15";"1,2";"0";
"10.02.2018";"05:30";"1,49";"0";
"10.02.2018";"05:45";"0,47";"0";
"10.02.2018";"06:00";"1,09";"0";
"10.02.2018";"06:15";"1,37";"0";
"10.02.2018";"06:30";"0,86";"0";
"10.02.2018";"06:45";"1,09";"0";
"10.02.2018";"07:00";"0,73";"1,29";
"10.02.2018";"07:15";"0,39";"0,45";
"10.02.2018";"07:30";"0,35";"0,33";
"10.02.2018";"07:45";"0,55";"0,52";
"10.02.2018";"08:00";"1,04";"1,88";
"10.02.2018";"08:15";"1,14";"1,29";
"10.02.2018";"08:30";"1,34";"1,41";
"10.02.2018";"08:45";"1,63";"1,52";
"10.02.2018";"09:00";"1,45";"2,53";
"10.02.2018";"09:15";"1,04";"1,82";
"10.02.2018";"09:30";"1,48";"1,11";
"10.02.2018";"09:45";"1,61";"1,69";
"10.02.2018";"10:00";"1,64";"1,63";
"10.02.2018";"10:15";"1,81";"1,72";
"10.02.2018";"10:30";"2,44";"1,38";
"10.02.2018";"10:45";"2,62";"1,76";
"10.02.2018";"11:00";"2,41";"2,3";
"10.02.2018";"11:15";"2,32";"2,75";
"10.02.2018";"11:30";"2,43";"2,53";
"10.02.2018";"11:45";"2,43";"2,46";
"10.02.2018";"12:00";"2,13";"2,07";
"10.02.2018";"12:15";"2,5";"2,47";
"10.02.2018";"12:30";"2,4";"3,59";
"10.02.2018";"12:45";"1,73";"3,29";
"10.02.2018";"13:00";"2,19";"3,46";
"10.02.2018";"13:15";"2,06";"2,65";
"10.02.2018";"13:30";"2,17";"3,87";
"10.02.2018";"13:45";"2,1";"3,88";
"10.02.2018";"14:00";"2,08";"3,72";
"10.02.2018";"14:15";"1,59";"3,88";
"10.02.2018";"14:30";"1,97";"2,57";
"10.02.2018";"14:45";"2,07";"4,14";
"10.02.2018";"15:00";"2,27";"3,26";
"10.02.2018";"15:15";"2,23";"2,57";
"10.02.2018";"15:30";"2,09";"3,96";
"10.02.2018";"15:45";"1,71";"3,38";
"10.02.2018";"16:00";"1,55";"3,2";
"10.02.2018";"16:15";"1,39";"3,24";
"10.02.2018";"16:30";"1,53";"2,56";
"10.02.2018";"16:45";"1,4";"2,95";
"10.02.2018";"17:00";"1,62";"2,56";
"10.02.2018";"17:15";"1,57";"1,31";
"10.02.2018";"17:30";"1,38";"2,8";
"10.02.2018";"17:45";"1,88";"2,9";
"10.02.2018";"18:00";"1,58";"2,56";
"10.02.2018";"18:15";"1,25";"2,59";
"10.02.2018";"18:30";"1";"2,47";
"10.02.2018";"18:45";"1,1";"1,43";
"10.02.2018";"19:00";"1,18";"2,98";
"10.02.2018";"19:15";"1,18";"2,68";
"10.02.2018";"19:30";"1,56";"2,52";
"10.02.2018";"19:45";"1,2";"2,32";
"10.02.2018";"20:00";"0,93";"1,26";
"10.02.2018";"20:15";"1,07";"1,33";
"10.02.2018";"20:30";"0,83";"1,19";
"10.02.2018";"20:45";"1,35";"1,12";
"10.02.2018";"21:00";"1,12";"0,27";
"10.02.2018";"21:15";"0,9";"0,45";
"10.02.2018";"21:30";"1,22";"0,43";
"10.02.2018";"21:45";"0,69";"0,31";
"10.02.2018";"22:00";"0,48";"0,18";
"10.02.2018";"22:15";"0,96";"0,31";
"10.02.2018";"22:30";"0,8";"0,2";
"10.02.2018";"22:45";"0,96";"0,39";
"10.02.2018";"23:00";"1,09";"0";
"10.02.2018";"23:15";"1,25";"0";
"10.02.2018";"23:30";"0";"0";
"10.02.2018";"23:45";"1,04";"0";
"11.02.2018";"00:00";"0,48";"0";
"11.02.2018";"00:15";"0,71";"0";
"11.02.2018";"00:30";"0,55";"0";
"11.02.2018";"00:45";"0,79";"0";
"11.02.2018";"01:00";"0,86";"0";
"11.02.2018";"01:15";"0";"0";
"11.02.2018";"01:30";"1";"0";
"11.02.2018";"01:45";"0";"0";
"11.02.2018";"02:00";"0";"0";
"11.02.2018";"02:15";"1,24";"0";
"11.02.2018";"02:30";"0";"0";
"11.02.2018";"02:45";"1,01";"0";
"11.02.2018";"03:00";"0";"0";
"11.02.2018";"03:15";"0";"0";
"11.02.2018";"03:30";"0";"0";
"11.02.2018";"03:45";"0";"0";
"11.02.2018";"04:00";"1,29";"0";
"11.02.2018";"04:15";"0";"0";
"11.02.2018";"04:30";"0";"0";
"11.02.2018";"04:45";"0";"0";
"11.02.2018";"05:00";"1,01";"0";
"11.02.2018";"05:15";"0";"0";
"11.02.2018";"05:30";"1,29";"0";
